1,2,3,4,5,6,7,8,9,10,sound
1.090610,0.000676,0.303140,0.183181,0.134236,0.088811,0.169659,-0.103664,-0.095636,-0.010276,AK
0.845223,-0.208185,0.177857,0.071276,0.242496,-0.011851,0.004584,-0.147996,-0.009216,0.035340,AK
0.827013,0.063070,0.044745,0.123759,0.175634,-0.076636,0.048495,-0.146351,0.011609,0.037544,AK
1.107005,0.012557,0.219647,-0.074218,0.089908,-0.074945,-0.118600,-0.135865,0.055821,0.031775,AK
1.016672,0.067353,0.215874,0.258119,0.059371,-0.096677,0.041691,-0.024729,0.032562,0.003040,AK
1.126812,0.141479,0.383293,0.070368,0.178525,0.162054,0.021176,-0.003738,0.026216,-0.041100,AK
0.889539,0.082134,0.303678,0.067446,0.108235,-0.041496,0.178128,-0.043901,-0.084205,0.023037,AK
0.857125,0.222291,0.270444,0.060337,0.232052,0.017936,0.079548,-0.065599,0.063294,-0.022947,AK
0.941960,0.083956,0.291119,0.041666,0.206955,-0.077265,0.022470,-0.108093,0.005518,0.040376,AK
0.859526,0.106046,0.449311,0.008037,0.285109,0.144766,0.068037,-0.014962,-0.064465,-0.019369,AK
1.102661,0.241660,0.306477,0.015460,0.214239,0.144065,-0.057562,-0.062633,-0.010918,-0.034152,AK
0.986394,0.055371,0.220600,0.056063,0.069026,-0.081638,0.060356,0.130665,0.037085,-0.061511,AK
0.755596,-0.112173,0.032338,0.033974,0.281165,-0.204341,0.092344,-0.194806,-0.034286,0.033572,AK
1.005029,0.213400,0.132695,0.026273,0.127229,0.002921,0.034404,-0.113277,-0.018563,-0.018304,AK
1.329606,0.024728,0.266365,-0.025381,0.059448,-0.088913,-0.025151,-0.125855,0.039280,0.101825,AK
1.532129,-0.029623,0.357928,-0.014107,0.086477,-0.003045,0.152418,-0.006791,-0.118832,-0.009185,AK
1.526581,0.102685,0.240661,0.066381,0.114098,-0.177536,-0.035533,0.032546,0.008530,-0.014008,AK
1.309159,0.107039,0.287992,-0.026856,-0.012984,-0.233530,-0.001955,0.038782,-0.048343,-0.006654,AK
1.166141,0.222690,0.286672,0.175181,0.177793,0.156257,0.014173,-0.005815,-0.112852,-0.033257,AK
0.659852,0.356530,0.441112,0.095356,0.189482,-0.102518,0.116292,0.112304,0.068081,-0.064755,AK
0.906730,0.079283,0.279448,0.076047,0.251839,0.105768,-0.003985,-0.048052,0.113721,-0.078576,AK
0.817236,0.156828,0.128216,0.083822,0.353325,0.040309,0.068781,-0.133000,-0.052206,-0.008843,AK
1.083022,0.169084,0.272869,0.114140,0.233100,-0.093952,-0.008552,0.020438,-0.075233,-0.045474,AK
1.057224,0.294404,0.296995,-0.023197,0.270272,0.000287,0.051754,0.090757,-0.046415,-0.007206,AK
1.109344,0.108187,0.235468,0.034241,0.162335,0.140636,0.042148,-0.060514,0.076216,-0.041101,AK
0.714096,-0.001621,0.098845,0.067805,0.255406,0.025968,0.000070,-0.137815,0.035071,-0.014332,AK
0.752784,0.171548,0.254540,0.014443,0.028538,0.020561,0.196108,-0.089025,0.020956,-0.079248,AK
1.117275,0.097139,0.167806,-0.005902,-0.020639,-0.052040,-0.141907,-0.120570,0.072276,-0.043491,AK
1.439763,0.072248,0.262978,0.089232,0.103133,-0.067695,-0.022831,-0.132241,-0.004054,0.002145,AK
1.155395,0.082784,0.259316,0.189725,-0.023884,-0.077256,0.055769,0.028822,0.008845,-0.019342,AK
0.983731,0.211314,0.401572,0.097859,0.242918,0.126906,0.105502,-0.131692,-0.075154,0.049664,AK
0.707029,0.219610,0.464360,0.053654,0.347451,0.114613,0.018595,-0.088902,-0.005994,0.036611,AK
0.917272,0.059014,0.502786,0.029796,0.139802,-0.114177,0.061183,-0.033910,0.139465,0.035999,AK
0.725889,0.209361,0.462723,-0.193099,0.188533,0.012728,0.121174,0.013683,0.059683,-0.055732,AK
0.924078,0.175870,0.369986,0.027795,0.203250,0.092606,0.014320,-0.032134,0.035557,-0.025202,AK
1.189192,0.206317,0.318944,0.070407,0.156317,-0.006835,0.073508,-0.033927,-0.008362,0.001886,AK
0.981726,0.076131,0.290214,0.064365,0.212804,-0.111606,0.007079,0.006239,-0.169265,-0.076494,AK
0.685418,-0.023938,0.132008,0.047908,0.220521,-0.054206,-0.014460,-0.209134,0.128240,-0.132258,AK
0.939177,0.171588,0.436118,-0.023920,0.197070,-0.091768,0.022319,-0.091882,0.140897,0.020491,AK
1.243955,0.032129,0.270999,-0.022321,0.059368,0.000456,-0.056317,-0.149933,-0.115553,-0.033791,AK
1.550560,-0.043602,0.224016,0.050262,0.119586,-0.091410,0.023041,-0.065773,-0.054575,-0.004085,AK
1.326208,-0.045365,0.336184,-0.063086,0.182863,-0.104268,0.005319,0.012314,-0.131543,-0.037584,AK
1.018683,0.201116,0.375168,0.150045,0.223999,-0.007965,0.109834,-0.085277,0.001649,0.022190,AK
0.778280,0.237280,0.349045,0.025309,0.233275,0.082100,0.068125,-0.045664,-0.001881,-0.031740,AK
0.725701,0.112098,0.373904,0.115055,0.369353,0.168427,0.100224,-0.026295,-0.067845,0.026168,AK
0.948264,0.104234,0.238062,0.005248,0.179905,0.027618,0.086590,-0.098372,-0.036579,-0.019546,AK
1.035130,0.099569,0.364525,0.000415,0.209629,0.096626,0.117447,-0.018926,0.013169,-0.011930,AK
1.119564,0.129006,0.289624,0.133746,0.130219,0.024181,0.124250,-0.025911,0.029157,-0.017432,AK
1.005152,0.011623,0.316611,-0.047792,0.125916,0.076857,-0.029723,-0.012364,0.073845,-0.054600,AK
0.609260,-0.029794,0.150944,-0.030281,0.177677,0.088463,0.053633,-0.215779,-0.056647,-0.115439,AK
0.961153,0.120618,0.365576,0.024529,0.222576,-0.008950,0.052501,-0.102949,0.014056,-0.024170,AK
1.165910,0.128829,0.108922,0.034122,0.151542,-0.054131,-0.066192,-0.239763,-0.033354,-0.005141,AK
1.516791,0.215026,0.259916,-0.146935,0.020670,-0.064491,0.022461,-0.110216,0.010798,0.016490,AK
1.125383,0.114542,0.357228,0.270706,0.108779,0.106249,0.082715,0.014608,0.037931,-0.022785,AK
1.056336,0.238408,0.353232,0.081520,0.209902,0.038238,0.083576,-0.016119,0.042563,0.015092,AK
0.861735,0.063730,0.347289,0.230556,0.128886,-0.028736,0.073836,-0.036861,0.097240,0.038048,AK
0.870569,0.001078,0.236860,0.133541,0.221259,-0.025083,0.015363,-0.029549,-0.034106,-0.024843,AK
0.891330,0.269000,0.246390,-0.013747,0.121865,-0.030089,-0.069694,-0.041290,0.127541,-0.071277,AK
1.033587,0.061673,0.370393,-0.059101,0.191376,-0.055057,0.070390,0.067944,-0.070572,-0.058435,AK
1.106676,0.068284,0.269480,0.081137,0.204053,0.046697,0.063399,-0.091105,0.005431,-0.014611,AK
0.907552,-0.081684,0.178209,-0.018050,0.370269,0.056265,0.003262,-0.177867,-0.085689,-0.052393,AK
0.817728,0.026484,0.019029,-0.053789,0.037934,-0.036022,0.050645,-0.088890,-0.019064,0.055158,AK
1.107105,0.187346,0.220293,0.022803,0.102741,-0.100620,0.130648,-0.095675,0.020327,0.018996,AK
1.216865,0.132410,0.237778,0.188880,0.018378,-0.171544,-0.064315,-0.131514,0.042807,-0.053165,AK
1.145943,0.152420,0.256115,0.244528,0.036075,-0.134427,0.128215,-0.043085,0.135047,0.029517,AK
1.005200,0.120888,0.412278,0.029355,0.321320,0.159725,0.034773,-0.058609,0.109845,0.032245,AK
0.818814,0.016204,0.208171,0.088480,0.143753,0.020313,0.121618,-0.024674,0.075514,0.062969,AK
0.846227,0.099979,0.293801,0.081539,0.150736,0.010315,-0.026881,-0.091853,0.007999,0.013874,AK
0.856990,0.245714,0.299443,0.010466,0.082530,0.015429,0.041506,-0.065693,0.027562,-0.059823,AK
1.039017,0.177540,0.308758,0.024241,0.098483,-0.064096,-0.064159,-0.032482,0.038758,-0.023986,AK
1.086866,0.106696,0.186181,0.171631,0.152687,0.098074,0.079031,-0.028429,0.020332,-0.036716,AK
0.975078,-0.106273,0.369494,0.110412,0.305471,-0.068653,-0.029657,-0.178355,-0.070792,0.040447,AK
0.814738,-0.136432,0.190555,-0.141475,0.222325,0.023573,0.082517,-0.146141,-0.048481,0.016983,AK
1.155912,0.095866,0.320592,-0.207474,0.160966,0.036543,-0.116745,-0.176524,0.024315,0.064002,AK
1.151556,0.089660,0.020401,0.046635,0.100168,-0.078177,-0.125296,-0.065064,-0.121562,-0.098021,AK
1.074639,0.229124,0.207679,0.091901,0.202444,0.156183,0.017645,-0.045396,0.076842,0.000466,AK
0.979130,0.093066,0.325800,0.170299,0.264453,0.096448,0.093362,0.018319,-0.034623,-0.049190,AK
0.694212,0.253353,0.348743,0.190938,0.235601,0.051536,-0.067717,-0.026662,-0.044363,-0.019921,AK
0.823481,0.085804,0.283332,0.026283,0.234519,-0.018917,-0.083794,-0.094515,0.063864,-0.075889,AK
1.034601,0.110243,0.400567,0.089301,0.193765,-0.036079,-0.000302,-0.073838,-0.025308,0.000978,AK
0.957816,0.214231,0.356335,0.129487,0.029921,-0.102872,0.095835,0.091702,0.093806,-0.004608,AK
1.031686,0.174426,0.322517,-0.031757,0.101817,-0.043504,0.142482,0.046635,-0.031394,-0.001274,AK
0.768511,0.056113,0.167884,-0.023832,0.194509,-0.124813,0.082362,0.027177,-0.096106,-0.068548,AK
0.899147,0.079357,0.181045,-0.079726,0.050941,0.118648,0.046018,-0.119796,0.038253,-0.004653,AK
1.226641,0.170691,0.193922,-0.047938,0.100527,0.091201,-0.044218,-0.103213,-0.002650,-0.020244,AK
1.093752,0.055670,0.370237,0.118829,0.247106,-0.209878,0.050910,0.080920,-0.065196,-0.016515,AK
0.954729,0.181308,0.311170,0.067853,0.104724,0.050015,0.090883,-0.042352,0.041712,0.024345,AK
0.773465,0.181758,0.547750,0.109595,0.169163,-0.107372,0.066353,0.021416,0.010440,0.026942,AK
0.843841,0.127010,0.291894,-0.060534,0.205677,-0.004668,0.036911,-0.110103,-0.052452,-0.038974,AK
0.996411,0.162614,0.381660,0.026561,0.044658,0.005328,0.106902,-0.057664,0.040325,-0.036374,AK
0.964040,0.039807,0.250824,0.043031,0.145031,0.021503,0.096897,-0.111695,0.040230,0.065130,AK
1.081464,0.226496,0.322095,-0.026465,0.237836,0.121229,-0.011495,0.014027,0.048437,-0.009572,AK
0.928152,-0.015877,0.079258,0.040583,0.242390,0.076932,0.016745,-0.206363,0.069375,0.055857,AK
0.736946,-0.150896,0.171644,-0.069719,0.206621,0.033524,0.044550,-0.204322,-0.107706,-0.037421,AK
1.117637,0.203231,0.398719,0.004946,0.057354,0.001164,-0.076348,-0.143909,0.080515,-0.008805,AK
1.241775,0.217153,0.181363,-0.057996,0.171944,-0.082753,-0.065571,-0.041383,0.058030,-0.038205,AK
1.132619,-0.003550,0.255583,0.074399,0.119953,0.128959,0.105405,0.048767,0.122493,-0.023360,AK
0.923645,0.144999,0.401212,0.162750,0.162518,0.026830,0.087042,0.109212,0.039389,-0.044702,AK
0.802600,-0.020943,0.242657,0.092125,0.372283,0.125077,-0.051269,-0.005487,0.130153,0.037195,AK
0.931004,0.142540,0.355843,-0.020849,0.126541,0.042621,0.100074,-0.053759,-0.049861,-0.055851,AK
0.133412,-0.052549,0.280325,0.115358,0.133910,0.109613,0.063369,-0.259285,0.006381,-0.012691,m4a1_
0.941237,-0.164174,0.252343,0.259270,0.197049,0.190181,0.126836,-0.140399,-0.105503,0.040569,m4a1_
1.293639,0.013008,0.444331,0.240022,0.084545,0.042493,0.164845,0.101338,0.101799,-0.000531,m4a1_
1.044952,-0.177041,0.322306,0.215450,0.216155,0.163774,0.171095,-0.007826,-0.071000,0.007476,m4a1_
0.809006,-0.229822,0.142695,0.054221,0.051228,-0.039982,0.197683,-0.049022,0.049729,0.057989,m4a1_
0.890226,-0.090847,0.142028,0.065391,0.105848,-0.167296,0.039694,0.040059,0.078066,-0.083228,m4a1_
1.218033,0.029345,0.219832,0.102227,0.184272,-0.219393,0.186843,0.047808,0.009985,0.053386,m4a1_
1.269425,-0.005820,0.279852,0.039781,0.234471,-0.088149,0.144356,0.098548,-0.001248,0.006269,m4a1_
1.215662,-0.226646,0.329548,0.097709,0.075812,-0.004709,0.041254,0.054897,0.040167,-0.029803,m4a1_
1.477017,-0.008206,0.571582,0.113040,0.055088,-0.001471,-0.101724,0.101646,0.192917,0.008124,m4a1_
1.094571,-0.338519,0.416151,0.334278,0.255281,0.085637,0.173417,-0.023902,-0.006882,0.061305,m4a1_
0.670111,-0.202397,0.192778,-0.113414,0.088166,-0.039265,0.090951,0.071765,-0.024994,-0.083083,m4a1_
0.897176,0.028301,0.194726,0.083382,0.106109,-0.052291,0.106705,0.061479,-0.057847,-0.065219,m4a1_
1.123184,-0.282690,0.323670,0.004501,0.160285,0.062609,0.130697,0.028662,-0.082093,-0.040692,m4a1_
1.376424,-0.183944,0.299324,0.075921,0.023223,0.024677,0.113932,0.069452,-0.037593,-0.031539,m4a1_
1.369605,-0.271969,0.308779,0.018361,0.021435,0.005608,-0.011530,0.018607,-0.017002,-0.002708,m4a1_
1.184069,-0.125778,0.497559,0.117287,0.156662,0.055347,0.145328,0.027727,0.001642,0.048697,m4a1_
1.004951,-0.228081,0.369907,0.184083,0.118844,0.162246,0.152516,0.083271,0.021558,-0.024279,m4a1_
0.895211,-0.217942,0.079018,-0.086470,-0.023341,0.057826,0.005234,-0.057617,0.003315,0.005993,m4a1_
0.940417,-0.011087,0.186297,-0.042392,0.058002,-0.182198,0.116359,0.062521,0.060612,-0.033321,m4a1_
1.194021,-0.090348,0.305431,-0.126776,-0.006358,0.112071,-0.027435,-0.015121,0.086839,-0.019194,m4a1_
1.227335,-0.231212,0.278287,0.091763,0.115147,-0.038295,0.152574,0.005153,-0.089114,-0.012848,m4a1_
1.362196,-0.193827,0.176580,0.058247,0.103069,0.033609,0.033636,0.133135,0.031963,-0.082439,m4a1_
1.287800,-0.136100,0.505659,0.134003,0.147115,0.188563,0.145048,0.010974,0.077832,0.052681,m4a1_
1.394779,-0.155658,0.611704,0.258464,0.195543,0.061524,0.142586,0.081762,0.072089,0.059190,m4a1_
1.413521,-0.101482,0.481053,0.260223,0.361810,0.084871,0.185496,0.152050,0.026589,0.039910,m4a1_
1.343738,-0.158091,0.265602,0.018134,0.339592,0.041725,0.173662,0.189396,0.098562,0.063465,m4a1_
1.452008,0.026814,0.545069,0.188963,0.309274,0.006637,0.063831,0.097504,0.074615,0.055404,m4a1_
1.366196,-0.213407,0.338914,-0.024383,0.142378,0.020199,0.017717,-0.014065,-0.038501,-0.036243,m4a1_
1.584203,-0.135405,0.382868,0.207750,0.154695,-0.016124,0.146644,0.060923,-0.036031,0.023043,m4a1_
1.634135,-0.265397,0.516394,0.142931,0.080924,0.013138,0.083286,0.082233,0.070088,0.060131,m4a1_
1.717302,0.000873,0.493230,0.266370,0.272735,0.013647,0.033761,0.034097,0.166023,0.134504,m4a1_
1.596720,-0.204725,0.407794,0.025829,0.159622,0.079967,-0.070803,0.119246,0.079337,0.019939,m4a1_
1.620714,-0.263564,0.486534,0.337622,0.270339,-0.014526,0.183620,0.166914,0.054752,0.097594,m4a1_
1.701038,-0.340422,0.450396,0.221567,0.156538,-0.025929,0.131435,0.183899,0.073103,0.104366,m4a1_
1.515577,-0.598182,0.636554,0.166855,0.123338,0.104666,0.062735,0.112360,-0.026564,0.005567,m4a1_
1.516636,-0.457587,0.718597,0.225262,0.100829,0.056934,0.104231,0.123689,0.031205,0.034421,m4a1_
1.582181,-0.432375,0.682971,0.294627,0.173132,0.177290,0.258486,0.202141,0.069861,0.083820,m4a1_
1.678578,-0.307639,0.655727,0.300864,0.240932,0.202416,0.206538,0.107170,-0.043779,0.081968,m4a1_
1.323984,-0.163729,0.597377,0.263579,0.215337,0.234094,0.276240,0.105624,0.128322,0.168918,m4a1_
1.282398,-0.438120,0.670606,0.242904,0.055978,0.233726,0.296370,0.102522,0.116815,0.062821,m4a1_
1.393327,-0.321723,0.552386,0.178623,0.165064,0.176840,0.176340,0.274327,0.214901,0.037192,m4a1_
1.458386,-0.548518,0.679087,0.164283,0.171773,0.180470,0.208713,0.170100,0.033259,0.134809,m4a1_
1.458976,-0.466221,0.716606,0.236921,0.269772,0.147767,0.178316,0.198807,0.119243,0.194409,m4a1_
1.500382,-0.364664,0.524409,0.263753,0.232142,0.308204,0.196928,0.071740,-0.010784,0.045861,m4a1_
1.779182,-0.459492,0.518525,0.238142,0.170339,0.192153,0.178218,0.101378,0.100275,0.154908,m4a1_
1.927223,-0.276720,0.345502,0.047855,0.270050,0.101609,0.087616,0.150958,0.118283,0.198227,m4a1_
2.167667,-0.277101,0.295336,0.300815,0.251081,0.149964,0.227677,0.180969,0.119267,0.151485,m4a1_
2.185758,-0.280270,0.535797,0.238211,0.399665,0.226348,0.210998,0.249331,0.111469,0.229539,m4a1_
1.988599,0.120716,0.365646,0.304836,0.278363,0.180609,0.173288,0.136347,0.173714,0.169319,m4a1_
2.262108,0.068153,0.328046,0.440973,0.187829,0.087839,0.130632,0.094596,0.001522,0.007378,m4a1_
2.395889,-0.025839,0.679382,0.402685,0.240341,0.163805,0.096797,0.125389,0.034893,-0.032303,m4a1_
1.994724,0.316790,0.538148,0.441918,0.181207,0.116403,0.120707,0.132129,-0.051683,-0.103538,m4a1_
2.352828,0.217004,0.503394,0.547278,0.207189,0.177556,0.232231,0.115548,-0.024611,0.003585,m4a1_
2.008092,0.440459,0.350054,0.439930,0.215528,0.071819,0.118470,0.125934,0.087806,0.064053,m4a1_
2.368280,-0.061692,0.571874,0.472187,0.103313,0.191839,0.191884,0.128433,0.070789,0.012332,m4a1_
2.180871,-0.123674,0.600765,0.466237,0.013028,0.132231,0.278918,0.100037,-0.051745,0.042791,m4a1_
2.053459,-0.169955,0.711658,0.725690,0.056233,0.135745,0.211905,0.039628,0.079937,0.181123,m4a1_
1.892634,0.153433,0.667283,0.621722,0.112546,0.239415,0.187172,0.065871,0.009753,0.059650,m4a1_
2.066109,0.166281,0.710860,0.582081,0.244988,0.298091,0.178074,0.149586,0.036225,-0.035577,m4a1_
2.017645,0.343242,0.572141,0.588928,0.082439,0.298578,0.243983,0.149244,-0.069141,-0.022442,m4a1_
2.155291,0.295403,0.488192,0.602377,0.176844,0.328144,0.286111,0.055870,-0.071733,0.051144,m4a1_
2.183747,0.288692,0.660652,0.641167,0.226530,0.218241,0.196027,0.161269,0.067945,0.037436,m4a1_
2.014268,0.249662,0.616381,0.665158,0.154455,0.095718,0.208064,0.155120,0.096400,0.119284,m4a1_
1.868733,0.399956,0.545359,0.500836,0.163761,0.149987,0.218240,0.183214,0.067135,0.068160,m4a1_
1.780268,0.044833,0.354457,0.465011,0.039590,0.024229,0.172249,0.138969,0.040594,0.071779,m4a1_
2.316348,-0.517844,0.661474,0.373962,0.029762,0.046017,0.218599,0.239372,0.059945,0.100865,m4a1_
1.845045,-0.591928,0.908436,0.431965,-0.054840,0.255859,0.291752,0.112511,0.179811,0.174856,m4a1_
1.920570,-0.732931,0.576105,0.424408,-0.155791,-0.070400,0.181682,0.182754,0.172016,0.159440,m4a1_
2.016950,-0.768643,0.490326,0.354574,0.056178,0.116148,0.239216,0.254432,0.112689,0.028361,m4a1_
1.095379,0.422298,0.366738,0.322892,0.171534,0.046569,0.108788,0.276320,0.155253,0.070354,m4a1_
